,Symbol,Sector,MarketCap,Industry,ETF,Name
4603,HRS,Capital Goods,17595193185.5,Industrial Machinery/Components,N,Harris Corporation
4604,HRTG,Finance,488088927.34,Property-Casualty Insurers,N,"Heritage Insurance Holdings, Inc. Common Stock"
4605,HRTX,Health Care,1427660000.0,Major Pharmaceuticals,N,"Heron Therapeutics, Inc.   - Common Stock"
4606,HRZN,n/a,130268399.04,n/a,N,Horizon Technology Finance Corporation - Common Stock
4607,HSBC,Finance,222423649208.82,Savings Institutions,N,HSBC Holdings plc
4610,HSC,Capital Goods,1568666287.5,Metal Fabrications,N,Harsco Corporation Common Stock
4611,HSCZ,,,,Y,iShares Currency Hedged MSCI EAFE Small-Cap ETF
4612,HSEA,Finance,0.0,Savings Institutions,N,HSBC Holdings plc
4613,HSEB,Finance,0.0,Savings Institutions,N,HSBC Holdings plc
4614,HSGX,Health Care,62584675.4,Industrial Specialties,N,Histogenics Corporation - Common Stock
4615,HSIC,Health Care,11983467829.2,Medical Specialities,N,"Henry Schein, Inc."
4616,HSII,Technology,493128063.75,Diversified Commercial Services,N,"Heidrick & Struggles International, Inc. - Common Stock"
4617,HSKA,Health Care,585080675.99,Biotechnology: Biological Products (No Diagnostic Substances),N,Heska Corporation - Common Stock
4618,HSN,,,Software & Services,N,HANSEN TECHNOLOGIES LIMITED
4619,HSO,,,Health Care Equipment & Services,N,HEALTHSCOPE LIMITED.
4620,HSON,Technology,67532510.16,Professional Services,N,"Hudson Global, Inc. - Common Stock"
4621,HSPX,,,,Y,Horizons ETF Trust I Horizons S&P 500 Covered Call ETF
4622,HST,Consumer Services,15490045858.56,Real Estate Investment Trusts,N,"Host Hotels & Resorts, Inc. Common Stock"
4623,HSTM,Technology,779545987.48,"Computer Software: Programming, Data Processing",N,"HealthStream, Inc. - Common Stock"
4624,HSY,Consumer Non-Durables,22951049486.28,Specialty Foods,N,Hershey Company (The)
4625,HT,Consumer Services,760630324.72,Real Estate Investment Trusts,N,Hersha Hospitality Trust
4626,HT$C,,,,N,Hersha Hospitality Trust 6.875% Series C Cumulative Redeemable Preferred Shares of Beneficial Interest
4627,HT$D,,,,N,"Hersha Hospitality Trust 6.50% Series D Cumulative Redeemable Preferred Shares of Beneficial Interest, $0.01 par value per share"
4628,HT$E,,,,N,Hersha Hospitality Trust 6.50% Series E Cumulative Redeemable Preferred Shares of Beneficial Interest
4631,HTA,Consumer Services,5650756404.02,Real Estate Investment Trusts,N,"Healthcare Trust of America, Inc. Class A Common Stock"
4632,HTB,,,Not Applic,N,SERIES 2013-1 HARVEY TRUST
4633,HTBI,Finance,493962053.75,Savings Institutions,N,"HomeTrust Bancshares, Inc."
4634,HTBK,Finance,639100772.59,Major Banks,N,Heritage Commerce Corp
4635,HTBX,Health Care,14755768.4176,Major Pharmaceuticals,N,"Heat Biologics, Inc. - Common Stock"
4636,HTD,n/a,812438704.56,n/a,N,John Hancock Tax Advantaged Dividend Income Fund Common Shares of Beneficial Interest
4637,HTFA,n/a,0.0,n/a,N,Horizon Technology Finance Corporation
4638,HTGC,n/a,1099164352.66,n/a,N,"Hercules Capital, Inc. Common Stock"
4639,HTGM,Capital Goods,35770634.9,Biotechnology: Laboratory Analytical Instruments,N,"HTG Molecular Diagnostics, Inc."
4640,HTGX,n/a,0.0,n/a,N,"Hercules Capital, Inc. 6.25% Notes due 2024"
4641,HTH,Finance,2557928074.38,Major Banks,N,Hilltop Holdings Inc.
4642,HTHT,Consumer Services,4911951665.76,Hotels/Resorts,N,"China Lodging Group, Limited"
4643,HTLD,Transportation,1897633045.76,Trucking Freight/Courier Services,N,"Heartland Express, Inc."
4644,HTLF,Finance,1647198850.0,Major Banks,N,"Heartland Financial USA, Inc."
4645,HTM,Public Utilities,77491763.16,Electric Utilities: Central,N,U.S. Geothermal Inc. Common Stock
4646,HTRB,,,,Y,Hartford Total Return Bond ETF
4647,HTUS,,,,Y,Hull Tactical US ETF
4648,HTY,n/a,102070164.96,n/a,N,John Hancock Tax-Advantaged Global Shareholder Yield Fund
4649,HTZ,Consumer Services,1763182034.64,Rental/Leasing Companies,N,"Hertz Global Holdings, Inc"
4650,HT^C,n/a,0.0,n/a,N,Hersha Hospitality Trust
4651,HT^D,n/a,0.0,n/a,N,Hersha Hospitality Trust
4652,HT^E,n/a,0.0,n/a,N,Hersha Hospitality Trust
4653,HUB,,,Diversified Financials,N,HUB24 LIMITED
4654,HUBB,Capital Goods,7450962511.8,Electrical Products,N,Hubbell Inc
4655,HUBG,Transportation,1748329226.25,Oil Refining/Marketing,N,"Hub Group, Inc."
4656,HUBS,Technology,3520399633.2,Computer Software: Prepackaged Software,N,"HubSpot, Inc."
4657,HUM,Health Care,38488014165.5,Medical Specialities,N,Humana Inc.
4658,HUN,Basic Industries,8198676798.48,Major Chemicals,N,Huntsman Corporation Common Stock
4659,HUNT,Transportation,42262068.75,Oil Refining/Marketing,N,Hunter Maritime Acquisition Corp. - Class A Common Stock
4662,HUO,,,"Food, Beverage & Tobacco",N,HUON AQUACULTURE GROUP LIMITED
4663,HURC,Capital Goods,319109515.85,Industrial Machinery/Components,N,"Hurco Companies, Inc. - Common Stock"
4664,HURN,Consumer Services,918369809.5,Professional Services,N,Huron Consulting Group Inc.
4665,HUSA,Energy,19166807.4444,Oil & Gas Production,N,Houston American Energy Corporation
4666,HUSE,,,,Y,US Market Rotation Strategy ETF
4667,HUSV,,,,Y,First Trust Exchange-Traded Fund III First Trust Horizon Managed Volatility Domestic ETF
4668,HVBC,Finance,33277406.25,Major Banks,N,"HV Bancorp, Inc. - Common Stock"
4669,HVN,,,Retailing,N,HARVEY NORMAN HOLDINGS LIMITED
4670,HVT,Consumer Services,497595868.0,Other Specialty Stores,N,"Haverty Furniture Companies, Inc."
4672,HWBK,Finance,120944344.8,Major Banks,N,"Hawthorn Bancshares, Inc."
4673,HWCC,Consumer Non-Durables,121320827.25,Telecommunications Equipment,N,Houston Wire & Cable Company - Common Stock
4674,HWK,,,Materials,N,HAWKSTONE MINING LIMITED
4675,HWKN,Consumer Durables,392408372.8,Specialty Chemicals,N,"Hawkins, Inc."
4676,HX,Finance,52700000.0,Finance: Consumer Services,N,Hexindai Inc.
4677,HXG,,,Materials,N,HEXAGON RESOURCES LIMITED
4678,HXL,Basic Industries,5816199312.0,Major Chemicals,N,Hexcel Corporation Common Stock
4679,HXP,,,Class Pend,N,HAIXI PHARMACEUTICAL INTERNATIONAL HOLDINGS LIMITED
4680,HY,Capital Goods,1461854016.0,Construction/Ag Equipment/Trucks,N,"Hyster-Yale Materials Handling, Inc. Class A Common Stock"
4681,HYAC,Finance,394350000.0,Business Services,N,Haymaker Acquisition Corp.
4684,HYB,n/a,218032004.94,n/a,N,"New America High Income Fund, Inc. (The) Common Stock"
4685,HYD,,,,Y,VanEck Vectors High Yield Municipal Index ETF
4686,HYDB,,,,Y,iShares Edge High Yield Defensive Bond ETF
4687,HYDD,,,,Y,Direxion Daily High Yield Bear 2X Shares
4688,HYDW,,,,Y,Xtrackers Low Beta High Yield Bond ETF
4689,HYEM,,,,Y,VanEck Vectors Emerging Markets High Yield Bond ETF
4690,HYG,,,,Y,iShares iBoxx $ High Yield Corporate Bond ETF
4691,HYGH,,,,Y,iShares Interest Rate Hedged High Yield Bond ETF
4692,HYGS,Basic Industries,151567394.8,Major Chemicals,N,Hydrogenics Corporation - Common Shares
4693,HYH,Health Care,2262200438.4,Industrial Specialties,N,"Halyard Health, Inc."
4694,HYHG,,,,Y,ProShares High Yield Interest Rate Hedged
4695,HYI,n/a,347446392.5,n/a,N,Western Asset High Yield Defined Opportunity Fund Inc. Common Stock
4696,HYIH,,,,Y,Xtrackers High Yield Corporate Bond - Interest Rate Hedged ETF
4697,HYLB,,,,Y,Xtrackers USD High Yield Corporate Bond ETF
4698,HYLD,,,,Y,Peritus High Yield ETF
4699,HYLS,n/a,1238727847.73,n/a,Y,First Trust High Yield Long/Short ETF
4700,HYLV,,,,Y,IndexIQ ETF Trust IQ S&P High Yield Low Volatility Bond ETF
4701,HYMB,,,,Y,SPDR Nuveen S&P High Yield Municipal Bond ETF
4702,HYND,n/a,16871200.0,n/a,Y,WisdomTree Negative Duration High Yield Bond Fund
4703,HYS,,,,Y,PIMCO 0-5 Year High Yield Corporat Bond Index Exchange-Traded Fund
4704,HYT,n/a,1387255098.36,n/a,N,"Blackrock Corporate High Yield Fund, Inc. Common Stock"
4705,HYUP,,,,Y,Xtrackers High Beta High Yield Bond ETF
4706,HYXE,n/a,10255980.0,n/a,Y,iShares iBoxx $ High Yield ex Oil & Gas Corporate Bond ETF
4707,HYXU,,,,Y,iShares International High Yield Bond ETF
4708,HYZD,n/a,113928000.0,n/a,Y,WisdomTree Interest Rate Hedged High Yield Bond Fund
4709,HZN,Capital Goods,329929422.48,Energy,N,HORIZON OIL LIMITED
4710,HZNP,Health Care,2456648186.97,Major Pharmaceuticals,N,Horizon Pharma plc - common stock
4711,HZO,Consumer Services,520230863.6,Other Specialty Stores,N,"MarineMax, Inc."
4712,HZR,,,Materials,N,HAZER GROUP LIMITED
4713,I,Consumer Services,366520000.0,Telecommunications Equipment,N,Intelsat S.A. Common Shares
4714,IAB,,,Telecommunication Services,N,INABOX GROUP LIMITED
4715,IAC,Consumer Services,11100816931.6,Other Specialty Stores,N,IAC/InterActiveCorp - Common Stock
4716,IAE,n/a,134121755.46,n/a,N,Voya Asia Pacific High Dividend Equity Income Fund
4717,IAF,n/a,146460579.44,n/a,N,Aberdeen Australia Equity Fund Inc
4718,IAG,Basic Industries,2869808560.08,Insurance,N,Iamgold Corporation
4719,IAGG,,,,Y,iShares International Aggregate Bond Fund
4720,IAI,,,,Y,iShares U.S. Broker-Dealers & Securities Exchanges ETF
4721,IAK,,,,Y,iShares U.S. Insurance ETF
4722,IAM,Finance,67112975.0,Software & Services,N,I-AM Capital Acquisition Company
4725,IAN,,,Not Applic,N,IAG FINANCE (NEW ZEALAND) LIMITED
4726,IART,Capital Goods,3923087075.63,Biotechnology: Laboratory Analytical Instruments,N,Integra LifeSciences Holdings Corporation
4727,IAT,,,,Y,iShares U.S. Regional Banks ETF
4728,IAU,,,Materials,Y,INTREPID MINES LIMITED
4730,IBA,Consumer Non-Durables,3077500000.0,Meat/Poultry/Fish,N,"Industrias Bachoco, S.A.B. de C.V. Common Stock"
4731,IBB,n/a,10327707000.0,n/a,Y,iShares Nasdaq Biotechnology Index Fund
4732,IBC,,,Diversified Financials,N,IRONBARK CAPITAL LIMITED
4733,IBCC,,,,Y,iShares iBonds Mar 2018 Term Corporate ex-Financials ETF
4734,IBCD,,,,Y,iShares iBonds Mar 2020 Term Corporate ex-Financials Term ETF
4735,IBCE,,,,Y,iShares iBonds Mar 2023 Term Corporate ex-Financials ETF
4736,IBCP,Finance,507490828.9,Major Banks,N,Independent Bank Corporation
4737,IBD,,,,Y,Inspire Corporate Bond Impact ETF
4738,IBDB,,,,Y,iShares iBonds Mar 2018 Term Corporate ETF
4739,IBDC,,,,Y,iShares iBonds Mar 2020 Term Corporate ETF
4740,IBDD,,,,Y,iShares iBonds Mar 2023 Term Corporate ETF
4741,IBDH,,,,Y,iShares iBonds Dec 2018 Term Corporate ETF
4742,IBDK,,,,Y,iShares iBonds Dec 2019 Term Corporate ETF
4743,IBDL,,,,Y,iShares iBonds Dec 2020 Term Corporate ETF
4744,IBDM,,,,Y,iShares iBonds Dec 2021 Term Corporate ETF
4745,IBDN,,,,Y,iShares iBonds Dec 2022 Term Corporate ETF
4746,IBDO,,,,Y,iShares iBonds Dec 2023 Term Corporate ETF
4747,IBDP,,,,Y,iShares iBonds Dec 2024 Term Corporate ETF
4748,IBDQ,,,,Y,iShares iBonds Dec 2025 Term Corporate ETF
4749,IBDR,,,,Y,iShares iBonds Dec 2026 Term Corporate ETF
4750,IBDS,,,,Y,iShares iBonds Dec 2027 Term Corporate ETF
4751,IBG,,,Materials,N,IRONBARK ZINC LTD
4752,IBIO,Health Care,21426179.158,Major Pharmaceuticals,N,"iBio, Inc."
4753,IBKC,Finance,4449674307.4,Major Banks,N,IBERIABANK Corporation - Common Stock
4756,IBKR,Finance,25776742673.85,Investment Bankers/Brokers/Service,N,"Interactive Brokers Group, Inc."
4757,IBLN,,,,Y,Direxion iBillionaire Index ETF
4758,IBM,Technology,156134715899.7,Computer Manufacturing,N,International Business Machines Corporation
4759,IBMG,,,,Y,iShares iBonds Sep 2018 Term Muni Bond ETF
4760,IBMH,,,,Y,iShares iBonds Sep 2019 Term Muni Bond ETF
4761,IBMI,,,,Y,iShares iBonds Sep 2020 Term Muni Bond ETF
4762,IBMJ,,,,Y,iShares iBonds Dec 2021 Term Muni Bond ETF
4763,IBMK,,,,Y,iShares iBonds Dec 2022 Term Muni Bond ETF
4764,IBML,,,,Y,iShares iBonds Dec 2023 Term Muni Bond ETF
4765,IBN,Finance,35035969200.96,Software & Services,N,ICICI Bank Limited
4766,IBND,,,,Y,SPDR Bloomberg Barclays International Corporate Bond ETF
4767,IBO,n/a,n/a,n/a,N,IBO (Listing Market - NYSE Amex Network B F) Common Stock
4768,IBOC,Finance,2765219708.25,Major Banks,N,International Bancshares Corporation
4769,IBP,Basic Industries,2367388282.3,Homebuilding,N,"Installed Building Products, Inc."
4770,IBTX,Finance,2047124740.5,Major Banks,N,"Independent Bank Group, Inc"
4771,IBUY,n/a,0.0,n/a,Y,Amplify Online Retail ETF
4772,IBX,,,Health Care Equipment & Services,N,IMAGION BIOSYSTEMS LIMITED
4773,ICAD,Health Care,59607074.55,Medical/Dental Instruments,N,icad inc.
4774,ICAN,,,,Y,SerenityShares Impact ETF
4775,ICB,n/a,163760130.45,Not Applic,N,"MS Income Securities, Inc."
4776,ICBK,Finance,205072998.13,Major Banks,N,"County Bancorp, Inc. - Common Stock"
4777,ICCC,Health Care,40304809.92,Biotechnology: In Vitro & In Vivo Diagnostic Substances,N,ImmuCell Corporation
4778,ICCH,Finance,51082831.9197,Property-Casualty Insurers,N,"ICC Holdings, Inc. - Common Stock"
4779,ICD,Energy,188008593.3,Oil & Gas Production,N,"Independence Contract Drilling, Inc."
4780,ICE,Finance,43759957964.8,Investment Bankers/Brokers/Service,N,Intercontinental Exchange Inc.
4781,ICF,,,,Y,iShares Cohen & Steers REIT ETF
4782,ICFI,Consumer Services,1026264450.3,Professional Services,N,"ICF International, Inc. - Common Stock"
4783,ICG,,,Materials,N,INCA MINERALS LIMITED
4784,ICHR,Technology,784554815.52,Semiconductors,N,Ichor Holdings - Ordinary Shares
4785,ICI,,,Software & Services,N,ICANDY INTERACTIVE LIMITED
4786,ICL,Basic Industries,5577823893.59,Agricultural Chemicals,N,Israel Chemicals Limited Ordinary Shares
4787,ICLK,Technology,47706264.0,Computer Software: Prepackaged Software,N,iClick Interactive Asia Group Limited
4788,ICLN,n/a,147136000.0,n/a,Y,iShares S&P Global Clean Energy Index Fund
4789,ICLR,Health Care,6112700336.0,Biotechnology: Commercial Physical & Biological Resarch,N,ICON plc - Ordinary Shares
4790,ICN,,,Energy,N,ICON ENERGY LIMITED
4791,ICOL,,,,Y,iShares Inc iShares MSCI Colombia ETF
4792,ICON,Consumer Non-Durables,70372333.17,Shoe Manufacturing,N,"Iconix Brand Group, Inc."
4793,ICOW,,,,Y,Pacer Developed Markets International Cash Cows 100 ETF
4794,ICPT,Health Care,1323381604.88,Major Pharmaceuticals,N,"Intercept Pharmaceuticals, Inc."
4795,ICQ,,,Media,N,ICAR ASIA LIMITED
4796,ICS,,,Health Care Equipment & Services,N,ICSGLOBAL LIMITED
4797,ICSH,,,,Y,iShares Ultra Short-Term Bond ETF
4798,ICT,,,Consumer Services,N,ICOLLEGE LIMITED
4799,ICU,,,Software & Services,N,ISENTRIC LIMITED.
4800,ICUI,Health Care,4616938202.25,Medical/Dental Instruments,N,"ICU Medical, Inc."
4801,ICVT,,,,Y,iShares Convertible Bond ETF
4802,IDA,Public Utilities,4249644894.54,Materials,N,"IDACORP, Inc. Common Stock"
4803,IDC,,,Materials,N,INDOCHINE MINING LIMITED
4804,IDCC,Miscellaneous,2761293779.2,Multi-Sector Companies,N,"InterDigital, Inc."
4805,IDE,n/a,326580822.26,n/a,N,"Voya Infrastructure, Industrials and Materials Fund Common Shares of Beneficial Interest"
4806,IDEV,,,,Y,iShares Core MSCI International Developed Markets ETF
4807,IDF,,,Not Applic,N,IDOL 2010-1 TRUST
4808,IDH,,,Not Applic,N,IDOL 2011-1 TRUST
4809,IDHD,,,,Y,PowerShares S&P International Developed High Dividend Low Volatility Portfolio
4810,IDHQ,,,,Y,PowerShares S&P International Developed Quality Portfolio (S&P International Developed High Quality Ranking Index--index symbol SPIDHQR)
4811,IDJ,,,Not Applic,N,IDOL 2011-2 TRUST
4812,IDLB,n/a,129869716.2939,n/a,Y,PowerShares FTSE International Low Beta Equal Weight Portfolio
4813,IDLV,,,,Y,PowerShares S&P International Developed Low Volatility Portfolio
4814,IDMO,,,,Y,PowerShares S&P International Developed Momentum Portfolio
4815,IDN,Technology,36567892.04,Computer Software: Prepackaged Software,N,"Intellicheck, Inc."
4816,IDO,,,Materials,N,INDO MINES LIMITED
4817,IDOG,,,,Y,ALPS International Sector Dividend Dogs ETF
4818,IDR,,,Real Estate,N,INDUSTRIA REIT
4819,IDRA,Health Care,469637430.23,Biotechnology: Biological Products (No Diagnostic Substances),N,"Idera Pharmaceuticals, Inc."
4820,IDSA,Consumer Durables,16842456.612,Industrial Specialties,N,"Industrial Services of America, Inc."
4821,IDSY,Consumer Durables,120819650.49,Telecommunications Equipment,N,"I.D. Systems, Inc. - Common Stock"
4822,IDT,Public Utilities,269523558.85,"Pharmaceuticals, Biotechnology & Life Sciences",N,IDT Corporation
4823,IDTI,Technology,4333071306.48,Semiconductors,N,"Integrated Device Technology, Inc. - Common Stock"
4824,IDU,,,,Y,iShares U.S. Utilities ETF
4825,IDV,,,,Y,iShares International Select Dividend ETF
4826,IDX,,,Health Care Equipment & Services,Y,INTEGRAL DIAGNOSTICS LIMITED
4827,IDXG,Health Care,28996947.0,Medical/Dental Instruments,N,"Interpace Diagnostics Group, Inc. - Common Stock"
4828,IDXX,Health Care,15643548363.68,Biotechnology: In Vitro & In Vivo Diagnostic Substances,N,"IDEXX Laboratories, Inc. - Common Stock"
4829,IDZ,,,Consumer Services,N,INDOOR SKYDIVE AUSTRALIA GROUP LIMITED
4830,IEC,Technology,41302028.0,Energy,N,IEC Electronics Corp.
4831,IEF,n/a,8309444000.0,n/a,Y,iShares 7-10 Year Treasury Bond ETF
4832,IEFA,,,,Y,iShares Core MSCI EAFE ETF
4833,IEI,n/a,6856275000.0,n/a,Y,iShares 3-7 Year Treasury Bond ETF
4834,IEL,,,Consumer Services,N,IDP EDUCATION LIMITED
4835,IEMG,,,,Y,iShares Core MSCI Emerging Markets ETF
4836,IEO,,,,Y,iShares U.S. Oil & Gas Exploration & Production ETF
4837,IEP,Capital Goods,9451757308.5,Auto Parts:O.E.M.,N,Icahn Enterprises L.P. - Depositary units
4838,IEQ,,,Real Estate,N,INTERNATIONAL EQUITIES CORPORATION LIMITED.
4839,IESC,Capital Goods,374468649.75,Engineering & Construction,N,"IES Holdings, Inc. - Common Stock"
4840,IEUR,,,,Y,iShares Core MSCI Europe ETF
4841,IEUS,n/a,221810500.0,n/a,Y,iShares MSCI Europe Small-Cap ETF
4842,IEV,,,,Y,iShares Europe ETF
4843,IEX,Capital Goods,10430379879.4,Fluid Controls,N,IDEX Corporation
4844,IEZ,,,,Y,iShares U.S. Oil Equipment & Services ETF
4845,IF,n/a,74705644.35,n/a,N,"Aberdeen Indonesia Fund, Inc."
4846,IFEU,n/a,44226000.0,n/a,Y,iShares FTSE EPRA/NAREIT Europe Index Fund
4847,IFF,Basic Industries,12363874084.9,Major Chemicals,N,"Internationa Flavors & Fragrances, Inc. Common Stock"
4848,IFGL,n/a,649572000.0,n/a,Y,iShares FTSE EPRA/NAREIT Global Real Estate ex-U.S. Index Fund
4849,IFIX,,,,Y,Xtrackers Barclays International Corporate Bond Hedged ETF
4850,IFL,,,Diversified Financials,N,IOOF HOLDINGS LIMITED
4851,IFLY,,,,Y,ETFMG Drone Economy Strategy ETF
4852,IFM,,,Software & Services,N,INFOMEDIA LTD
4853,IFMK,Consumer Services,230311786.25,Food Chains,N,iFresh Inc.
4854,IFN,n/a,777406805.7,Utilities,N,"India Fund, Inc. (The) Common Stock"
4855,IFON,Consumer Non-Durables,5675510.4,Electronic Components,N,InfoSonics Corp
4856,IFRX,n/a,515041384.0,n/a,N,InflaRx N.V.
4857,IFT,,,Utilities,N,INFRATIL LIMITED.
4858,IFV,n/a,967694047.32,n/a,Y,First Trust Dorsey Wright International Focus 5 ETF
4859,IFX,,,Not Applic,N,INTERNATIONAL FINANCE CORPORATION
4860,IGA,n/a,212461942.44,n/a,N,Voya Global Advantage and Premium Opportunity Fund Common Shares of Beneficial Interest
4861,IGC,Consumer Non-Durables,28650242.46,Electronic Components,N,India Globalization Capital Inc. Common Stock
4862,IGD,n/a,775648593.79,n/a,N,Voya Global Equity Dividend and Premium Opportunity Fund
4863,IGE,,,Materials,Y,iShares North American Natural Resources ETF
4864,IGEB,,,,Y,iShares Edge Investment Grade Enhanced Bond ETF
4865,IGEM,,,,Y,VanEck Vectors ETF Trust Market Vectors EM Investment Grade + BB Rated USD Sovereign Bond ETF
4866,IGF,n/a,2506354000.0,n/a,Y,iShares Global Infrastructure ETF
4867,IGHG,,,,Y,ProShares Investment Grade-Interest Rate Hedged
4868,IGI,n/a,237136502.34,n/a,N,Western Asset Investment Grade Defined Opportunity Trust Inc.
4869,IGIH,,,,Y,Xtrackers Investment Grade Bond - Interest Rate Hedged ETF
4870,IGL,,,Media,N,IVE GROUP LIMITED
4871,IGLD,Public Utilities,191302138.932,Telecommunications Equipment,N,Internet Gold Golden Lines Ltd.
4872,IGM,,,,Y,iShares North American Tech ETF
4873,IGN,,,,Y,iShares North American Tech-Multimedia Networking ETF
4874,IGO,,,Materials,N,INDEPENDENCE GROUP NL
4875,IGOV,n/a,871352000.0,n/a,Y,iShares International Treasury Bond ETF
4876,IGR,n/a,915235377.9,n/a,N,CBRE Clarion Global Real Estate Income Fund
4877,IGRO,,,,Y,iShares International Dividend Growth ETF
4878,IGS,,,Materials,N,INTERNATIONAL GOLDFIELDS LIMITED...
4879,IGT,Consumer Services,5564800700.0,Services-Misc. Amusement & Recreation,N,International Game Technology
4880,IGV,,,,Y,iShares North American Tech-Software ETF
4881,IGVT,,,,Y,Xtrackers Barclays International Treasury Bond Hedged ETF
4882,IGZ,,,,N,IGZ (Listing Market NYSE Arca Network B F) Common Stock
4883,IHC,Finance,404255811.2,Life Insurance,N,Independence Holding Company Common Stock
4884,IHD,n/a,178663060.5,n/a,N,Voya Emerging Markets High Income Dividend Equity Fund Common Shares
4885,IHDG,,,,Y,WisdomTree International Hedged Quality Dividend Growth Fund
4886,IHE,,,,Y,iShares U.S. Pharmaceutical ETF
4887,IHF,,,,Y,iShares U.S. Health Care Providers ETF
4888,IHG,Consumer Services,12685644318.6,Hotels/Resorts,N,Intercontinental Hotels Group
4889,IHI,,,,Y,iShares U.S. Medical Devices ETF
4890,IHIT,n/a,236062332.18,n/a,N,Invesco High Income 2023 Target Term Fund
4891,IHL,,,Health Care Equipment & Services,N,IMPRESSION HEALTHCARE LIMITED
4892,IHR,,,Class Pend,N,INTELLIHR HOLDINGS LIMITED
4893,IHS,,,Energy,N,INTERPOSE HOLDINGS LIMITED
4894,IHT,Consumer Services,17576141.45,Real Estate Investment Trusts,N,InnSuites Hospitality Trust Shares of Beneficial Interest
4895,IHTA,n/a,81081000.0,n/a,N,Invesco High Income 2024 Target Term Fund
4896,IHY,,,,Y,VanEck Vectors International High Yield Bond
4897,IID,n/a,63584347.68,n/a,N,Voya International High Dividend Equity Income Fund Common Shares of Beneficial Interest
4898,IIF,n/a,490614297.32,n/a,N,"Morgan Stanley India Investment Fund, Inc. Common Stock"
4899,III,Consumer Services,181848069.86,Professional Services,N,"Information Services Group, Inc. - Common Stock"
4900,IIIN,Capital Goods,567994402.18,Steel/Iron Ore,N,"Insteel Industries, Inc."
4901,IIJI,Technology,15902912.88,"Computer Software: Programming, Data Processing",N,"Internet Initiative Japan, Inc."
4902,IIL,,,"Pharmaceuticals, Biotechnology & Life Sciences",N,INNATE IMMUNOTHERAPEUTICS LIMITED
4903,IIM,n/a,692671944.96,n/a,N,Invesco Value Municipal Income Trust Common Stock
4904,IIN,Capital Goods,156956947.05,Electrical Products,N,IntriCon Corporation
4905,IIPR,Finance,110350153.2,Real Estate,N,"Innovative Industrial Properties, Inc. Common Stock"
4908,IIVI,Capital Goods,3208965157.65,Electronic Components,N,II-VI Incorporated - Common Stock
4909,IJH,,,,Y,iShares Core S&P Mid-Cap ETF
4910,IJJ,,,,Y,iShares S&P Mid-Cap 400 Value ETF
4911,IJK,,,,Y,iShares S&P Mid-Cap 400 Growth ETF
4912,IJR,,,Not Applic,Y,iShares Core S&P Small-Cap ETF
4913,IJS,,,,Y,iShares S&P SmallCap 600 Value ETF
4914,IJT,n/a,5069281000.0,n/a,Y,iShares S&P Small-Cap 600 Growth ETF
4915,IKE,,,Technology Hardware & Equipment,N,IKEGPS GROUP LIMITED
4916,IKNX,Miscellaneous,15338808.1,Industrial Machinery/Components,N,Ikonics Corporation
4917,IKW,,,Energy,N,IKWEZI MINING LIMITED
4918,ILF,,,,Y,iShares Latin America 40 ETF
4919,ILG,Finance,3673057845.24,Real Estate,N,"ILG, Inc"
4920,ILMN,Capital Goods,35339300000.0,Biotechnology: Laboratory Analytical Instruments,N,"Illumina, Inc. - Common Stock"
4921,ILPT,Consumer Services,1521650000.0,Real Estate Investment Trusts,N,Industrial Logistics Properties Trust
4922,ILTB,,,,Y,iShares Core 10  Year USD Bond ETF
4923,ILU,,,Materials,N,ILUKA RESOURCES LIMITED
4924,IMA,,,Materials,N,IMAGE RESOURCES NL
4925,IMAX,Miscellaneous,1324238952.45,Industrial Machinery/Components,N,Imax Corporation Common Stock
4926,IMC,,,"Pharmaceuticals, Biotechnology & Life Sciences",N,IMMURON LIMITED
4927,IMD,,,Materials,N,IMDEX LIMITED
4928,IMDZ,Health Care,180220642.5,Major Pharmaceuticals,N,Immune Design Corp.
4929,IMF,,,Diversified Financials,N,IMF BENTHAM LIMITED
4930,IMG,,,Not Applic,N,INTERSTAR MILLENNIUM SERIES 2002-1G TRUST
4931,IMGN,Health Care,1092390616.8,Major Pharmaceuticals,N,"ImmunoGen, Inc. - Common Stock"
4932,IMH,Consumer Services,214734209.75,Real Estate Investment Trusts,N,"Impac Mortgage Holdings, Inc."
4933,IMI,Technology,72357163.46,Semiconductors,N,"Intermolecular, Inc."
4934,IMK,,,Not Applic,N,INTERSTAR MILLENNIUM SERIES 2004-2G TRUST
4936,IMLP,,,,N,iPath S&P MLP ETN
4937,IMM,,,"Pharmaceuticals, Biotechnology & Life Sciences",N,IMMUTEP LIMITED
4938,IMMP,Health Care,13912583.08,Major Pharmaceuticals,N,Immutep Limited
4939,IMMR,Technology,217044223.06,Computer peripheral equipment,N,Immersion Corporation
4940,IMMU,Health Care,2569215316.2,Biotechnology: In Vitro & In Vivo Diagnostic Substances,N,"Immunomedics, Inc. - Common Stock"
4941,IMMY,Health Care,33473499.07,Major Pharmaceuticals,N,"Imprimis Pharmaceuticals, Inc. - Common Stock"
4942,IMN,,,Not Applic,N,INTERSTAR MILLENNIUM SERIES 2004-5 TRUST
4943,IMNP,,,,N,Immune Pharmaceuticals Inc. - Common Stock
4945,IMO,Energy,26724440170.05,Integrated oil Companies,N,Imperial Oil Limited Common Stock
4946,IMOM,,,,Y,MomentumShares International Quantitative Momentum ETF
